uuid,model,text,kbli_code,votes_correct,majority_vote,unanimous,confidence_mean,confidence_std,individual_votes,individual_confidences
db1b1ab8-d7c6-4850-b9f6-ca775694460b,gemini-2.5-flash-lite,pengasapan ikan menghasilkan ikan asap di bidang pengolahan ikan asap,10212,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
62f611c0-4d9d-4a2e-5661-2c8042340932,gemini-2.5-flash-lite,mangasap ikan menghasilkan ikan asap di bidang membantu mengasap ikan milik keluarga,10212,3,True,True,0.9499999999999998,0.04082482904638629,"[True, True, True]","[1.0, 0.9, 0.95]"
a8dc2d1d-f58b-45a2-42bf-d757d93c6fa9,gemini-2.5-flash-lite,"kariyawan di perusahan ikan pt deho canning company , bagian produksi, ( loining, pembersihan ikan ) menghasilkan ikan frozen tuna, fresh tuna di bidang industri pengolahan",10213,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[1.0, 1.0, 0.9]"
32c0af6d-e477-4285-5013-9f5519892062,gemini-2.5-flash-lite,mencatat ikan yang masuk di pabrik pt. kimsi bersauadara menghasilkan produk pembekuan ikan bandeng di bidang industri pembekuan ikan,10213,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
ea56748e-8c36-4b0b-4a44-6a0dd8c21486,gemini-2.5-flash-lite,bekerja di bagian produksi di pt. tirta bitung nahari ekspor ikan mentah menghasilkan ikan mentah di bidang perusahaan ikan,10213,3,True,True,0.9,0.0,"[True, True, True]","[0.9, 0.9, 0.9]"
a149c894-6e19-4a5d-dc1e-db80658dd7f4,gemini-2.5-flash-lite,membuat ikan pindang sendiri menghasilkan ikan pindang di bidang industri pengolahan makanan,10214,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
10bb46e7-1ecc-4cfd-cb2f-0260625a67c8,gemini-2.5-flash-lite,karyawan harian di bagian produksi penggorengan usaha kerupuk bakso menghasilkan kerupuk bakso di bidang pengolahan makanan ringan,10216,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
120397a3-eac8-4594-3f79-61e2ee9eff76,gemini-2.5-flash-lite,memisahkan daging ikan dari tulang nya kemudian di kemas dalam plastik menghasilkan daging ikan di bidang industri pengolahan,10216,3,True,True,0.9,0.0,"[True, True, True]","[0.9, 0.9, 0.9]"
91447fb3-5339-4f8c-41ab-e677e25917f9,gemini-2.5-flash-lite,memisahkan kotoran dari telur ikan terbang menghasilkan telur ikan terbang di bidang pengolahan telur ikan terbang,10219,3,True,True,0.9,0.0,"[True, True, True]","[0.9, 0.9, 0.9]"
19c01c82-4abc-48b7-148b-bf6f3e8cef2d,gemini-2.5-flash-lite,membuat/mengolah kerupuk ikan di rumah milik sendiri ( dijual dalam bentuk kerupuk mentah) menghasilkan kerupuk ikan milik sendiri di bidang industri pengolahan kerupuk ikan milik sendiri,10219,3,True,True,0.9333333333333332,0.04714045207910316,"[True, True, True]","[0.9, 0.9, 1.0]"
10b91f9f-ee63-42e6-19a1-c7bc61efe4ae,gemini-2.5-flash-lite,memilah/ memilih sais ikan yang akan di bekukan menghasilkan ikan beku di bidang industri pengolahan (pt indo lautan mas),10221,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
cb5cc3eb-9497-4a95-9e8b-f15c32ccbba8,gemini-2.5-flash-lite,memotong dan membersihkan ikan segar (bagian produksi di pt. japfa) menghasilkan pengalengan ikan segar di bidang industri pengalengan ikan,10221,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[0.9, 1.0, 1.0]"
bd276532-2deb-4cdf-7c2b-461ce5c21114,gemini-2.5-flash-lite,mengemudi truk angkut udang menghasilkan udang di bidang perusahaan pengolahan ikan,10222,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
2ac0a189-da4e-4851-cd48-47dbd4184292,gemini-2.5-flash-lite,industri kepiting menghasilkan daging kepiting di bidang industri pengolahan kepiting,10293,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[1.0, 1.0, 0.9]"
f5f43d3a-1104-4d08-97fc-42f7bfd63166,gemini-2.5-flash-lite,bagian membersihkan dan menggunting bekecot untuk di olah menghasilkan olahan bekecot di bidang pabrik pengolahan bekecot,10299,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
88409643-82ae-43ea-ba03-ad874091d680,gemini-2.5-flash-lite,mengolah daun gambir kering menjadi getah gambir kering milik sendiri menghasilkan getah gambir kering di bidang pengolahan daun gambir milik sendiri,10312,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
b71380e1-b72f-4d2a-a0f1-0e4e5e391b63,gemini-2.5-flash-lite,menerima upah mengupas dan menggoreng kentang milik orang lain menghasilkan keripik kentang di bidang industri keripik kentang,10313,3,True,True,0.9333333333333332,0.04714045207910316,"[True, True, True]","[0.9, 0.9, 1.0]"
e13fc87b-908a-4086-c571-5b7e02190bb4,gemini-2.5-flash-lite,"membantu orang tua membuat menjual kerupuk kentang dan kerupuk jangek menghasilkan kerupuk kentang,kerupuk jangek di bidang industri kerupuk kentang dan kerupuk jangek",10313,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[1.0, 0.9, 1.0]"
e402cf06-46f1-4c4e-3646-c9ed04a4deb6,gemini-2.5-flash-lite,sortir nenas di pt rsup industry menghasilkan jus nenas dan nenas kaleng di bidang industri pengolahan kelapa dan nenas,10320,3,True,True,0.9333333333333332,0.04714045207910316,"[True, True, True]","[1.0, 0.9, 0.9]"
fd62519c-5f81-4650-1aaa-6beffe441b78,gemini-2.5-flash-lite,membuat tempe menghasilkan tempe di bidang industri pengolahan kacang kedelai,10391,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
92cb6781-c33d-4a89-3d88-def6f4309171,gemini-2.5-flash-lite,membantu usaha suami membuat tempe menghasilkan tempe di bidang produksi dan berdagang keliling tempe,10391,3,True,True,0.9333333333333332,0.04714045207910316,"[True, True, True]","[0.9, 0.9, 1.0]"
4ece8d2c-06a1-4e55-58d6-f8352ff40a99,gemini-2.5-flash-lite,membuat tempe menghasilkan tempe di bidang industri tempe,10391,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
63c26562-9f05-48be-45e2-b6a566335a2d,gemini-2.5-flash-lite,melakukan pekerjaan membuat tempe dari kacang kedelai menghasilkan produksi tempe dari kacang kedelai di bidang industri tempe,10391,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
7059e575-855a-4c70-dbc1-42ab49028d57,gemini-2.5-flash-lite,membantu membungkus tempe kedelai daun menghasilkan membuat tempe kedelai daun di bidang industri tempe kedelai,10391,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
3604453e-aa04-483c-2f85-21fdeef7b4cf,gemini-2.5-flash-lite,sebagai pedagang tempe dipasar menghasilkan tempe dari kacang kedelai di bidang industri tempe,10391,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
24f88be4-b8a6-4686-e938-5b2265982dc3,gemini-2.5-flash-lite,membungkus campuran kacang kedelai dengan daun pisang menghasilkan tempe di bidang industri,10391,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
2a432bd9-0f2a-4ac3-18c3-e93ea8eca1ea,gemini-2.5-flash-lite,membantu mewadahi tempe menghasilkan tempe di bidang produksi tempe rumahan,10391,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
c424c227-38b0-4eed-851a-f0143b1a8722,gemini-2.5-flash-lite,usaha pabrik tahu menghasilkan tahu di bidang industri pengolahan tahu,10392,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
08270905-f86d-42cf-4a99-c871537cf518,gemini-2.5-flash-lite,membuat tahu dari kedelai menghasilkan tahu di bidang industri tahu,10392,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
75041996-fb67-4bea-3d20-feea953ecaee,gemini-2.5-flash-lite,karyawan pabrik pengolahan tahu kartono jabon mekar bagian menggoreng menghasilkan tahu mentah/goreng di bidang produksi pengolahan kedelai menjadi tahu,10392,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
87b1ecb3-573d-481b-51b3-b4e2437e4745,gemini-2.5-flash-lite,membuat tahu putih mentah menghasilkan tahu putih mentah di bidang industri pengolahan tahu putih mentah,10392,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
0697a515-d13a-4c94-75e3-bbb2aec9fe65,gemini-2.5-flash-lite,industri pembuatan tahu menghasilkan industri pembuatan tahu di bidang industri pembuatan tahu,10392,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
e07db78b-e708-451f-7f4d-d5ff5dc50684,gemini-2.5-flash-lite,membungkus tahu menghasilkan tahu di bidang buruh pabrik tahu,10392,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
b70f21c5-203f-4648-4e37-203f8a9ec43f,gemini-2.5-flash-lite,buruh di pabrik tahu menghasilkan tahu di bidang pabrik tahu,10392,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
9b08d558-18c1-44e1-a72e-18410cedb9b3,gemini-2.5-flash-lite,membuat dan menjual sule secara keliling ke warung warung dan koperasi sekolah sekitar glagah lamongan menghasilkan produksi sule sendiri di bantu istri di bidang produksi pengolahan dan penjualan sule (susu kedelai),10393,2,True,False,0.9,0.0,"[True, False, True]","[0.9, 0.9, 0.9]"
097d40bd-d24c-456f-e9ad-05d76c4b2521,gemini-2.5-flash-lite,penjual makanan eceran menghasilkan ikan goreng dan sayur masak di bidang jual makanan siap saji,10399,0,False,True,0.9499999999999998,0.04082482904638629,"[False, False, False]","[0.9, 1.0, 0.95]"
220cd253-bcf3-45e2-7b8f-b98c769071f2,gemini-2.5-flash-lite,memotong rumput di kebun kelapa milik sendiri menghasilkan kelapa kopra di bidang perkebunan kelapa milik sendiri,10421,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
f6571a67-1a00-4f0a-0922-a4a8947c086a,gemini-2.5-flash-lite,tukang panjat kelapa menghasilkan kelapa biji di bidang perkebunan kelapa,10421,0,False,True,0.9166666666666666,0.023570226039551553,"[False, False, False]","[0.9, 0.95, 0.9]"
164952e0-d716-410b-9c7a-54e2c519a35d,gemini-2.5-flash-lite,penen kelapa menghasilkan kopra di bidang industri,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
267037e2-5db7-436c-ad92-bc1ef4481c97,gemini-2.5-flash-lite,membantu menjemur kopra menghasilkan kopra di bidang industri pengolahan,10421,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[0.9, 1.0, 1.0]"
625e001e-7d4e-4555-417e-48a6d8057988,gemini-2.5-flash-lite,mengolah kelapa menjadi kopra menghasilkan kopra di bidang perkebunan kelapa miliki sendiri,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
ce3f83c3-f4bf-4043-8cb3-0b3d17c1c812,gemini-2.5-flash-lite,membuat kopra menghasilkan kopra di bidang membuat kopra milik sendiri,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
d7461575-8fc6-450d-cdaf-4c86d2ec0967,gemini-2.5-flash-lite,membuat kelapa kopra milik pribadi menghasilkan kelapa kopra di bidang perkebunan,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
fe62d17b-9e05-4e82-b92e-7d4d945b4503,gemini-2.5-flash-lite,mengolah biji kelapa menjadi kopra milik sendiri menghasilkan kopra di bidang industri kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
edeb7f01-c714-4723-8709-01ac87cad01f,gemini-2.5-flash-lite,kerja kelapa menghasilkan kopra di bidang industri pengolahan,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
f742b33a-1aa7-4710-e271-ee4a14e721c3,gemini-2.5-flash-lite,menjemur kopra milik sendiri menghasilkan kopra di bidang industri pengolahan kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
2c848ea9-898c-4a16-6c17-48d0566e8853,gemini-2.5-flash-lite,membuat kopra menghasilkan kopra di bidang industri kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
d7658928-69b6-4927-a847-bca9e2011258,gemini-2.5-flash-lite,mengumpulkan buah kelapa dan diolah menjadi kopra menghasilkan kopra di bidang industri kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
49df4dfd-a6f2-4eed-cdee-c583164d6d35,gemini-2.5-flash-lite,ngopra kelapa menghasilkan kopra kelapa di bidang hasil perkebunan kelapa,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
148279fb-741c-4550-0cfa-9ec37985e4eb,gemini-2.5-flash-lite,membersihkan kebun kelapa menghasilkan kopra di bidang perkebunan,10421,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
f960a5cd-73a8-4d99-5df4-a17c613bdab2,gemini-2.5-flash-lite,membelah buah kelapa untuk dibikin kopra menghasilkan kopra di bidang industri kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
dabd231b-e354-4b64-6d85-802e151d7bd9,gemini-2.5-flash-lite,membuat kopra menghasilkan kopra di bidang industri kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
ab2ba647-170b-4a86-2eba-16d600a7c759,gemini-2.5-flash-lite,membuat kelapa kopra menghasilkan kopra di bidang industri pengolahan,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
231512c2-8afb-409f-1589-a0d58d4c70d6,gemini-2.5-flash-lite,membersihkan kebun kelapa menghasilkan kelapa kopra di bidang industri pengelolaan,10421,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
e5c6a2d9-c357-4671-7a3e-fe3dcfa152ce,gemini-2.5-flash-lite,"pemilik, mengelola kelapa menjadi kopra menghasilkan kopra di bidang industri pengolahan kopra milik sendiri",10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
aad9b316-efe2-4679-db70-1b2a24250dbc,gemini-2.5-flash-lite,memanjat kelapa menghasilkan kelapa kopra di bidang jasa panjat kelapa,10421,0,False,True,0.9666666666666667,0.04714045207910316,"[False, False, False]","[1.0, 0.9, 1.0]"
30e55530-9d77-42a2-5f37-603c3921831d,gemini-2.5-flash-lite,memungut buah kelapa untuk di olah jadi kopra menghasilkan kopra kelapa di bidang industri kopra,10421,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[0.9, 1.0, 1.0]"
d13af155-857e-4e99-d735-6c8018f3ca03,gemini-2.5-flash-lite,megolah buah kelapa mennjadi kopra menghasilkan kopra di bidang industri pengolahan kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
cfe116ef-df81-4065-07d7-1d3b0e36ef92,gemini-2.5-flash-lite,membantu mengumpulkan buah kelapa untuk mempersiapkan membuat kopra menghasilkan kopra di bidang industri kopra di kebun milik,10421,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[0.9, 1.0, 1.0]"
9ee36527-d717-4536-3337-d0ee137af62a,gemini-2.5-flash-lite,industri pengolahan kopra menghasilkan kopra di bidang industri pengolahan kopra milik orang lain,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
1363aabc-a823-4469-00b7-020635f9d190,gemini-2.5-flash-lite,mengolah kelapa menjadi kopra menghasilkan kopra kering di bidang industri pengolahan kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
fa200bc0-a4a6-4413-de72-9458caeef46a,gemini-2.5-flash-lite,membuat kopra dari kelapa menghasilkan kopra di bidang industri kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
e9c3e428-1ed2-47fe-d504-296294a7ad91,gemini-2.5-flash-lite,membersihkan kebun kelapa menghasilkan kopra di bidang kebun kelapa milik sendiri,10421,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
1a1d8148-f382-444e-8eb7-e5573e0c326f,gemini-2.5-flash-lite,membantu suami menghasilkan kopra di bidang perkebunan kelapa,10421,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
498774ef-4026-4d3c-9cfa-2cb579d5a19e,gemini-2.5-flash-lite,membantu suami membuat kopra menghasilkan kopra di bidang perkebunan kelapa,10421,2,True,False,0.9333333333333332,0.04714045207910316,"[True, False, True]","[1.0, 0.9, 0.9]"
b6d38eec-e1ab-423e-72b7-eb5bb369e7d5,gemini-2.5-flash-lite,membersihkan pohon kelapa menghasilkan kopra di bidang perkebunan di milik orang lain,10421,0,False,True,0.9500000000000001,0.04082482904638629,"[False, False, False]","[0.95, 1.0, 0.9]"
b843bdcb-4e27-43a2-39cc-59187842dcd1,gemini-2.5-flash-lite,paras rumput di kebun kelapa menghasilkan kopra di bidang industri pengolahan kopra,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
03622a9d-863d-492c-8a56-4c63818ba2d1,gemini-2.5-flash-lite,mencungkil daging buah kelapa menghasilkan kopra mentah di bidang industri pengolahan,10421,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
72c4bf67-90e9-4f1f-1c81-867b89a96b8c,gemini-2.5-flash-lite,bekerja kelapa kopra di kebun milik sendiri buru selatan menghasilkan kopra di bidang pertanian,10421,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
f3c9b5bb-0b3e-44c4-03bd-e0e4e7953f6b,gemini-2.5-flash-lite,memisahkan kelapa dari batok kelapa menghasilkan jasa memisahkan batok kelapa di bidang industri pengolahan kelapa,10421,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[1.0, 0.9, 1.0]"
85c860d3-813b-43d5-67fb-d2be484502f9,gemini-2.5-flash-lite,membantu suami membuat minyak kelapa dari buah kelapa milik sendiri menghasilkan minyak kelapa di bidang industri minyak kelapa dari buah kelapa milik sendiri,10422,3,True,True,0.9333333333333332,0.04714045207910316,"[True, True, True]","[0.9, 0.9, 1.0]"
100225e6-fe7b-4966-a456-4943327c0089,gemini-2.5-flash-lite,membuat minyak goreng dari kelapa menghasilkan minyak goreng kelapa di bidang industri pembuatan minyak goreng dari kelapa,10423,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
8a426928-2d2a-4d88-4b44-8f1574d4736b,gemini-2.5-flash-lite,membuat minyak kelapa kampung untuk dijual menghasilkan minyak kelapa di bidang industri pengolahan,10423,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
73ffe95d-9c98-4ae4-ef68-d6a44a3fddc6,gemini-2.5-flash-lite,pengasuh tpa menghasilkan pengasuh di tempat penitipan anak di perusahaan di bidang perusahaan,10431,0,False,True,1.0,0.0,"[False, False, False]","[1.0, 1.0, 1.0]"
fecc43fe-02a5-48a6-f74c-d538f920b84d,gemini-2.5-flash-lite,manajer pengolahan cpo sawit pt aip menghasilkan cpo sawit di bidang pabrik industri pengolahan cpo sawit pt aip,10431,3,True,True,0.9833333333333334,0.023570226039551605,"[True, True, True]","[1.0, 1.0, 0.95]"
33db6200-efbd-4473-4435-587c6d42796e,gemini-2.5-flash-lite,memastikan proses perebusan tandan buah segar <tbs> menghasilkan pabrik kelapa sawit yang menghasilkan cpo di bidang operator mesin perebusan tbs/ strilizer di pt bio sil,10431,3,True,True,0.9933333333333333,0.009428090415820642,"[True, True, True]","[0.98, 1.0, 1.0]"
c23b3786-9011-45d3-daeb-92eca2f26207,gemini-2.5-flash-lite,karyawan di pt wkp bagian pabrik sawit sebagai operator menghasilkan sawit di bidang perusahan pengolahan kelapa sawit,10431,3,True,True,0.9333333333333332,0.04714045207910316,"[True, True, True]","[1.0, 0.9, 0.9]"
4b3eee1b-80d1-4e74-1361-6c51a91cbb6f,gemini-2.5-flash-lite,krani produksi menghasilkan cpo di bidang pabrik kelapa sawit,10431,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
7c01a2b3-d7ce-43ee-bbca-3f3507eff5e9,gemini-2.5-flash-lite,karyawan proses buah menghasilkan jasa industri di bidang perusahan sawit,10431,3,True,True,0.9,0.0,"[True, True, True]","[0.9, 0.9, 0.9]"
499b260f-e62d-4843-d2e6-84a033084509,gemini-2.5-flash-lite,mengurus ekspor minyak menghasilkan minyak cpo di bidang pengolahan kelapa sawit,10431,3,True,True,0.9,0.0,"[True, True, True]","[0.9, 0.9, 0.9]"
eb027418-776a-41d0-46bc-92e0ebb3e8ec,gemini-2.5-flash-lite,karyawan perusahaan menghasilkan dryer produksi kayu di bidang pt korindo asiki,10431,0,False,True,0.9166666666666666,0.023570226039551553,"[False, False, False]","[0.9, 0.95, 0.9]"
4c0aa4ae-c384-43a9-cc4a-147d765d1be5,gemini-2.5-flash-lite,merebus buah kelapa sawit di pt. toscano kecamatan bambalamotu menghasilkan minyak kelapa sawit di bidang industri minyak kelapa sawit,10431,3,True,True,0.9933333333333333,0.009428090415820642,"[True, True, True]","[1.0, 0.98, 1.0]"
ccfb9ec9-e8cc-4cf3-ec0d-f4a1a04d6377,gemini-2.5-flash-lite,"memantau pengolahan minyak kelapa sawit, operator boiler pt. wilmar menghasilkan pengolahan minyak kelapa sawit di bidang pengolahan minyak kelapa sawit",10431,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
d8e50d8f-7554-42b3-f0f7-ccc9195ce13a,gemini-2.5-flash-lite,mencatat masuk dan keluarnya barang minyak goreng musimas menghasilkan minyak goreng di bidang perusahaan minyak goreng,10437,3,True,True,0.9,0.0,"[True, True, True]","[0.9, 0.9, 0.9]"
4f8aed94-9d63-4fce-a76c-b6c69cfc44b9,gemini-2.5-flash-lite,pabrik minyak makan menghasilkan minyak makan di bidang pembuatan minyak makan(pt sinar mas),10437,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
583ee1d5-6c4e-421c-b6fd-836eca4c0a41,gemini-2.5-flash-lite,menyusun perencanaan keuangan perusahaan/ manajer keuangan menghasilkan minyak solar di bidang pt fortuna,10437,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
586d5700-cb94-4884-b2a1-7db882469e3d,gemini-2.5-flash-lite,karyawan tetap bagian operator produksi di pt nestle menghasilkan produksi makanan dan minuman dari susu di bidang industri pengolahan makanan dan minuman,10520,3,True,True,0.9666666666666667,0.04714045207910316,"[True, True, True]","[0.9, 1.0, 1.0]"
603ecc25-b0fa-4b4a-68ce-120018dc465e,gemini-2.5-flash-lite,jualan es d rumah menghasilkan jual es di bidang usaha jual es,10531,0,False,True,0.9,0.0,"[False, False, False]","[0.9, 0.9, 0.9]"
eff42ccc-1b5f-4a43-ad3c-79ee2784cd23,gemini-2.5-flash-lite,membuat es lilin kemudian dijual di rumah menghasilkan es lilin di bidang industri pengolahan makanan,10532,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
fad5a057-4fbd-4f7f-7786-625a579b6171,gemini-2.5-flash-lite,membuat dan menjual es mambo menghasilkan es mambo di bidang industri es mambo,10532,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
075ab853-5b0d-481d-9762-b4b9e8063d35,gemini-2.5-flash-lite,membuat tepung krispi menghasilkan tepung krispi di bidang produksi bahan makanan,10614,3,True,True,0.9,0.0,"[True, True, True]","[0.9, 0.9, 0.9]"
43e8e7ac-cfd1-4b03-7437-e0450857ac12,gemini-2.5-flash-lite,membersih mesin pembuat terigu dari sisa sisa terigu menghasilkan karyawan pabrik terigu di bidang produksi terigu,10616,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
13e3e039-f9f2-4faa-b12f-79a66a3f000f,gemini-2.5-flash-lite,membuat industri pengolahan sagu dari ubi kayu menghasilkan sagu kering di bidang industri pengolahan sagu,10621,3,True,True,1.0,0.0,"[True, True, True]","[1.0, 1.0, 1.0]"
