uuid,text,kbli_code,run_id,model,timestamp,is_correct,confidence_score,reasoning,alternative_codes,alternative_reasoning,api_metadata,source_file,text_length,length_bin
fe62d17b-9e05-4e82-b92e-7d4d945b4503,mengolah biji kelapa menjadi kopra milik sendiri menghasilkan kopra di bidang industri kopra,10421,2,gemini-2.5-flash-lite,2025-07-30 11:16:35.037824,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan ""mengolah biji kelapa menjadi kopra milik sendiri menghasilkan kopra di bidang industri kopra"" secara langsung menggambarkan aktivitas utama dari suatu unit usaha. Kode KBLI `10421` (Industri Kopra) memiliki deskripsi ""Kelompok ini mencakup usaha pembuatan kopra."" Deskripsi pekerjaan ini sangat sesuai dengan deskripsi KBLI karena secara spesifik menyebutkan pengolahan biji kelapa menjadi kopra sebagai aktivitas utama yang dilakukan sendiri (milik sendiri) di bidang industri kopra. Tidak ada indikasi aktivitas pendukung atau aktivitas utama lain yang bertentangan.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.3790132999420166, 'timestamp': '2025-07-30T11:16:35.037407', 'usage': {'prompt_tokens': 1355, 'completion_tokens': 198, 'total_tokens': 1553}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,92,"(49.772, 95.6]"
fe62d17b-9e05-4e82-b92e-7d4d945b4503,mengolah biji kelapa menjadi kopra milik sendiri menghasilkan kopra di bidang industri kopra,10421,3,gemini-2.5-flash-lite,2025-07-30 11:16:36.158869,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan ""mengolah biji kelapa menjadi kopra milik sendiri menghasilkan kopra di bidang industri kopra"" secara langsung menggambarkan aktivitas pengolahan biji kelapa menjadi kopra. Kode KBLI `10421` mencakup ""Industri Kopra"" dan deskripsinya adalah ""Kelompok ini mencakup usaha pembuatan kopra."" Deskripsi pekerjaan sangat sesuai dengan definisi dan cakupan dari KBLI `10421` karena menyatakan bahwa kegiatan utamanya adalah pembuatan kopra dari biji kelapa milik sendiri.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.106447696685791, 'timestamp': '2025-07-30T11:16:36.158310', 'usage': {'prompt_tokens': 1355, 'completion_tokens': 185, 'total_tokens': 1540}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,92,"(49.772, 95.6]"
edeb7f01-c714-4723-8709-01ac87cad01f,kerja kelapa menghasilkan kopra di bidang industri pengolahan,10421,1,gemini-2.5-flash-lite,2025-07-30 11:17:12.820877,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1. Deskripsi pekerjaan secara eksplisit menyatakan 'kerja kelapa menghasilkan kopra di bidang industri pengolahan'. Deskripsi ini secara langsung menggambarkan aktivitas utama dari sebuah unit usaha yang memproduksi kopra. KBLI 10421 mencakup 'Industri Kopra', yang berarti usaha pembuatan kopra. Deskripsi pekerjaan sangat sesuai dengan aktivitas yang dijelaskan dalam KBLI 10421, yang merupakan aktivitas utama dalam pengolahan kelapa menjadi kopra.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 0.937495231628418, 'timestamp': '2025-07-30T11:17:12.820479', 'usage': {'prompt_tokens': 1348, 'completion_tokens': 167, 'total_tokens': 1515}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,61,"(49.772, 95.6]"
edeb7f01-c714-4723-8709-01ac87cad01f,kerja kelapa menghasilkan kopra di bidang industri pengolahan,10421,2,gemini-2.5-flash-lite,2025-07-30 11:17:14.824341,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 (Fokus pada Pendirian, Bukan Peran Orang). Deskripsi pekerjaan ""kerja kelapa menghasilkan kopra di bidang industri pengolahan"" secara langsung menggambarkan aktivitas inti dari sebuah unit usaha yang memproses kelapa menjadi kopra. Kode KBLI 10421, ""Industri Kopra"", dan deskripsinya ""mencakup usaha pembuatan kopra"", sangat sesuai dengan deskripsi pekerjaan tersebut. Aktivitas ""menghasilkan kopra"" adalah inti dari klasifikasi ini, dan frasa ""di bidang industri pengolahan"" memperkuat bahwa ini adalah aktivitas produksi.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.1696457862854004, 'timestamp': '2025-07-30T11:17:14.824086', 'usage': {'prompt_tokens': 1348, 'completion_tokens': 188, 'total_tokens': 1536}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,61,"(49.772, 95.6]"
edeb7f01-c714-4723-8709-01ac87cad01f,kerja kelapa menghasilkan kopra di bidang industri pengolahan,10421,3,gemini-2.5-flash-lite,2025-07-30 11:17:17.424066,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1. Deskripsi pekerjaan 'kerja kelapa menghasilkan kopra di bidang industri pengolahan' secara langsung merujuk pada proses pembuatan kopra. KBLI 10421 memiliki deskripsi 'Industri Kopra', yang secara eksplisit mencakup usaha pembuatan kopra. Deskripsi pekerjaan ini secara akurat mencerminkan aktivitas utama yang dijelaskan dalam KBLI 10421.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 0.891005277633667, 'timestamp': '2025-07-30T11:17:17.423601', 'usage': {'prompt_tokens': 1348, 'completion_tokens': 152, 'total_tokens': 1500}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,61,"(49.772, 95.6]"
f742b33a-1aa7-4710-e271-ee4a14e721c3,menjemur kopra milik sendiri menghasilkan kopra di bidang industri pengolahan kopra,10421,1,gemini-2.5-flash-lite,2025-07-30 11:17:18.996227,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1. Deskripsi pekerjaan 'menjemur kopra milik sendiri menghasilkan kopra di bidang industri pengolahan kopra' secara langsung menggambarkan aktivitas inti dari usaha pengolahan kopra. Kode KBLI 10421 mencakup 'Industri Kopra' dan secara spesifik disebutkan 'usaha pembuatan kopra'. Aktivitas 'menjemur kopra milik sendiri' adalah bagian integral dari proses pembuatan kopra. Oleh karena itu, deskripsi pekerjaan ini sangat sesuai dengan KBLI 10421.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.122358798980713, 'timestamp': '2025-07-30T11:17:18.995929', 'usage': {'prompt_tokens': 1354, 'completion_tokens': 175, 'total_tokens': 1529}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,83,"(49.772, 95.6]"
f742b33a-1aa7-4710-e271-ee4a14e721c3,menjemur kopra milik sendiri menghasilkan kopra di bidang industri pengolahan kopra,10421,2,gemini-2.5-flash-lite,2025-07-30 11:17:20.034448,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan 'menjemur kopra milik sendiri menghasilkan kopra di bidang industri pengolahan kopra' secara langsung menggambarkan aktivitas utama dari sebuah usaha pengolahan kopra. Kode KBLI 10421 mencakup 'Industri Kopra' dan deskripsinya adalah 'Kelompok ini mencakup usaha pembuatan kopra'. Aktivitas 'menjemur kopra milik sendiri' adalah langkah kunci dalam proses pembuatan kopra, yang sesuai dengan definisi KBLI 10421. Tidak ada indikasi aktivitas pendukung atau aktivitas utama lain yang berbeda.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 0.8151943683624268, 'timestamp': '2025-07-30T11:17:20.034077', 'usage': {'prompt_tokens': 1354, 'completion_tokens': 191, 'total_tokens': 1545}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,83,"(49.772, 95.6]"
f742b33a-1aa7-4710-e271-ee4a14e721c3,menjemur kopra milik sendiri menghasilkan kopra di bidang industri pengolahan kopra,10421,3,gemini-2.5-flash-lite,2025-07-30 11:17:22.206423,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 (Fokus pada Pendirian, Bukan Peran Orang) dan #3 (Verifikasi Aktivitas Utama). Deskripsi pekerjaan 'menjemur kopra milik sendiri menghasilkan kopra di bidang industri pengolahan kopra' secara langsung menggambarkan aktivitas produksi kopra. Kode KBLI yang diberikan, 10421 (Industri Kopra), mencakup usaha pembuatan kopra. Deskripsi pekerjaan ini secara eksplisit menyatakan bahwa aktivitasnya adalah 'menghasilkan kopra', yang merupakan inti dari definisi KBLI 10421. Tidak ada indikasi aktivitas pendukung atau aktivitas bisnis lain yang dominan.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.1344974040985107, 'timestamp': '2025-07-30T11:17:22.206193', 'usage': {'prompt_tokens': 1354, 'completion_tokens': 196, 'total_tokens': 1550}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,83,"(49.772, 95.6]"
2c848ea9-898c-4a16-6c17-48d0566e8853,membuat kopra menghasilkan kopra di bidang industri kopra,10421,1,gemini-2.5-flash-lite,2025-07-30 11:17:24.145034,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1, yang menekankan bahwa KBLI harus mendeskripsikan aktivitas bisnis utama dari sebuah tempat usaha, bukan peran individu. Deskripsi pekerjaan 'membuat kopra menghasilkan kopra di bidang industri kopra' secara langsung dan spesifik merujuk pada aktivitas produksi kopra. KBLI 10421 (Industri Kopra) dalam hierarki KBLI diklasifikasikan di bawah Divisi 10 (Industri Makanan), Grup 104 (Industri minyak dan lemak nabati dan hewani), dan Kelas 1042 (Industri Kopra, Minyak Mentah dan Minyak Goreng Kelapa, dan Pelet Kelapa), dengan deskripsi 'Kelompok ini mencakup usaha pembuatan kopra'. Deskripsi pekerjaan ini sangat cocok dengan deskripsi KBLI 10421, yang secara eksplisit mencakup usaha pembuatan kopra.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.5330860614776611, 'timestamp': '2025-07-30T11:17:24.144779', 'usage': {'prompt_tokens': 1348, 'completion_tokens': 254, 'total_tokens': 1602}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,57,"(49.772, 95.6]"
2c848ea9-898c-4a16-6c17-48d0566e8853,membuat kopra menghasilkan kopra di bidang industri kopra,10421,2,gemini-2.5-flash-lite,2025-07-30 11:17:25.482688,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1. Deskripsi pekerjaan, ""membuat kopra menghasilkan kopra di bidang industri kopra"", secara langsung dan eksplisit menggambarkan aktivitas utama yang sesuai dengan deskripsi KBLI 10421. KBLI 10421 mencakup ""Industri Kopra"", dan deskripsi pekerjaan secara jelas menyatakan ""membuat kopra"" dan ""menghasilkan kopra"". Tidak ada indikasi peran pendukung atau aktivitas sekunder yang bertentangan dengan klasifikasi ini. Oleh karena itu, kode yang diberikan sangat tepat.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 0.9668312072753906, 'timestamp': '2025-07-30T11:17:25.482210', 'usage': {'prompt_tokens': 1348, 'completion_tokens': 178, 'total_tokens': 1526}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,57,"(49.772, 95.6]"
2c848ea9-898c-4a16-6c17-48d0566e8853,membuat kopra menghasilkan kopra di bidang industri kopra,10421,3,gemini-2.5-flash-lite,2025-07-30 11:17:27.004042,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1. Deskripsi pekerjaan ""membuat kopra menghasilkan kopra di bidang industri kopra"" secara langsung dan jelas mencerminkan aktivitas utama yang dijelaskan dalam KBLI 10421 (Industri Kopra). Deskripsi pekerjaan ini tidak menyebutkan peran pendukung atau aktivitas sekunder, melainkan fokus pada proses inti dari pembuatan kopra. Hierarki KBLI 10421 secara spesifik mencakup ""usaha pembuatan kopra"". Oleh karena itu, deskripsi pekerjaan ini sangat sesuai dengan kode KBLI yang diberikan.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 0.9570286273956299, 'timestamp': '2025-07-30T11:17:27.003621', 'usage': {'prompt_tokens': 1348, 'completion_tokens': 180, 'total_tokens': 1528}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,57,"(49.772, 95.6]"
d7658928-69b6-4927-a847-bca9e2011258,mengumpulkan buah kelapa dan diolah menjadi kopra menghasilkan kopra di bidang industri kopra,10421,1,gemini-2.5-flash-lite,2025-07-30 11:17:28.405317,True,1.0,Analisis ini didasarkan pada Aturan Validasi Inti #1 (Fokus pada Kegiatan Usaha Utama Badan Usaha). Deskripsi pekerjaan 'mengumpulkan buah kelapa dan diolah menjadi kopra menghasilkan kopra di bidang industri kopra' secara langsung menggambarkan aktivitas pengolahan kelapa menjadi kopra. KBLI 10421 mencakup 'Industri Kopra' dan deskripsinya adalah 'Kelompok ini mencakup usaha pembuatan kopra'. Deskripsi pekerjaan sangat sesuai dengan deskripsi KBLI ini karena secara eksplisit menyebutkan proses pengolahan kelapa menjadi kopra sebagai kegiatan utama.,[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.0486562252044678, 'timestamp': '2025-07-30T11:17:28.405046', 'usage': {'prompt_tokens': 1355, 'completion_tokens': 181, 'total_tokens': 1536}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,93,"(49.772, 95.6]"
d7658928-69b6-4927-a847-bca9e2011258,mengumpulkan buah kelapa dan diolah menjadi kopra menghasilkan kopra di bidang industri kopra,10421,2,gemini-2.5-flash-lite,2025-07-30 11:17:30.397023,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan 'mengumpulkan buah kelapa dan diolah menjadi kopra menghasilkan kopra di bidang industri kopra' secara langsung menjelaskan aktivitas inti dari sebuah unit usaha. Kode KBLI yang diberikan, 10421 (Industri Kopra), memiliki deskripsi 'Kelompok ini mencakup usaha pembuatan kopra'. Deskripsi pekerjaan tersebut sangat selaras dengan deskripsi KBLI, karena secara eksplisit menyebutkan pengolahan buah kelapa menjadi kopra sebagai aktivitas utama. Tidak ada indikasi peran pendukung atau aktivitas sekunder yang disajikan dalam deskripsi pekerjaan.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.0486624240875244, 'timestamp': '2025-07-30T11:17:30.396687', 'usage': {'prompt_tokens': 1355, 'completion_tokens': 191, 'total_tokens': 1546}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,93,"(49.772, 95.6]"
d7658928-69b6-4927-a847-bca9e2011258,mengumpulkan buah kelapa dan diolah menjadi kopra menghasilkan kopra di bidang industri kopra,10421,3,gemini-2.5-flash-lite,2025-07-30 11:17:31.589122,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan secara eksplisit menyatakan 'mengumpulkan buah kelapa dan diolah menjadi kopra menghasilkan kopra di bidang industri kopra'. Hal ini secara langsung menggambarkan aktivitas inti dari pengolahan kopra. Kode KBLI 10421 (Industri Kopra) mencakup 'usaha pembuatan kopra'. Deskripsi pekerjaan sangat sesuai dengan deskripsi KBLI ini, karena aktivitas inti yang disebutkan adalah pembuatan kopra dari buah kelapa.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 0.9649932384490967, 'timestamp': '2025-07-30T11:17:31.588766', 'usage': {'prompt_tokens': 1355, 'completion_tokens': 165, 'total_tokens': 1520}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,93,"(49.772, 95.6]"
49df4dfd-a6f2-4eed-cdee-c583164d6d35,ngopra kelapa menghasilkan kopra kelapa di bidang hasil perkebunan kelapa,10421,1,gemini-2.5-flash-lite,2025-07-30 11:17:33.260553,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1. Deskripsi pekerjaan ""ngopra kelapa menghasilkan kopra kelapa di bidang hasil perkebunan kelapa"" secara langsung menggambarkan aktivitas utama dari sebuah usaha yang memproses kelapa menjadi kopra. KBLI 10421 (Industri Kopra) mencakup usaha pembuatan kopra. Deskripsi pekerjaan sangat selaras dengan deskripsi KBLI ini, yang secara spesifik menyebutkan 'pembuatan kopra'. Tidak ada indikasi aktivitas pendukung atau aktivitas utama lain yang berbeda dari produksi kopra.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.183394432067871, 'timestamp': '2025-07-30T11:17:33.260313', 'usage': {'prompt_tokens': 1353, 'completion_tokens': 174, 'total_tokens': 1527}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,73,"(49.772, 95.6]"
49df4dfd-a6f2-4eed-cdee-c583164d6d35,ngopra kelapa menghasilkan kopra kelapa di bidang hasil perkebunan kelapa,10421,2,gemini-2.5-flash-lite,2025-07-30 11:17:35.121156,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1, yang menyatakan bahwa KBLI harus menggambarkan aktivitas utama dari sebuah perusahaan, bukan peran individu. Deskripsi pekerjaan 'ngopra kelapa menghasilkan kopra kelapa di bidang hasil perkebunan kelapa' secara langsung menjelaskan aktivitas produksi kopra. Kode KBLI 10421 (Industri Kopra) dalam hierarki KBLI dijelaskan sebagai 'Kelompok ini mencakup usaha pembuatan kopra'. Deskripsi pekerjaan sangat sesuai dengan deskripsi aktivitas yang tercakup dalam kode KBLI 10421.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.4616072177886963, 'timestamp': '2025-07-30T11:17:35.120879', 'usage': {'prompt_tokens': 1353, 'completion_tokens': 177, 'total_tokens': 1530}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,73,"(49.772, 95.6]"
49df4dfd-a6f2-4eed-cdee-c583164d6d35,ngopra kelapa menghasilkan kopra kelapa di bidang hasil perkebunan kelapa,10421,3,gemini-2.5-flash-lite,2025-07-30 11:17:36.065527,True,1.0,Analisis ini didasarkan pada Aturan Validasi Inti #1 (Fokus pada Kegiatan Usaha Utama). Deskripsi pekerjaan 'ngopra kelapa menghasilkan kopra kelapa di bidang hasil perkebunan kelapa' secara langsung menjelaskan kegiatan operasional inti yang berkaitan dengan produksi kopra. Kode KBLI 10421 mencakup 'Industri Kopra' dan deskripsinya adalah 'Kelompok ini mencakup usaha pembuatan kopra'. Terdapat kesesuaian yang sangat kuat antara aktivitas yang dijelaskan dalam deskripsi pekerjaan dengan ruang lingkup KBLI 10421.,[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 0.9377646446228027, 'timestamp': '2025-07-30T11:17:36.065099', 'usage': {'prompt_tokens': 1353, 'completion_tokens': 179, 'total_tokens': 1532}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,73,"(49.772, 95.6]"
148279fb-741c-4550-0cfa-9ec37985e4eb,membersihkan kebun kelapa menghasilkan kopra di bidang perkebunan,10421,1,gemini-2.5-flash-lite,2025-07-30 11:18:13.648727,False,0.9,"Analisis ini didasarkan pada Aturan Validasi Inti #1 (Fokus pada Pendirian, Bukan Peran Orang) dan #4 (Logika Sektor Khusus - Subkontrak/Kegiatan Primer). Deskripsi pekerjaan ""membersihkan kebun kelapa menghasilkan kopra di bidang perkebunan"" menjelaskan aktivitas di tingkat perkebunan (pertanian) yang menghasilkan kopra. Sementara KBLI 10421 (Industri Kopra) mencakup 'usaha pembuatan kopra', ini merujuk pada aktivitas pengolahan pasca-panen, bukan budidaya kelapa itu sendiri. Deskripsi pekerjaan lebih mencerminkan kegiatan pertanian primer yang menghasilkan bahan baku (kopra) dari perkebunan kelapa.","['01261', '01111']","Kode yang lebih sesuai untuk aktivitas di bidang perkebunan kelapa yang menghasilkan kopra adalah 01261 (Budidaya Kelapa) atau 01111 (Budidaya Tanaman Tahunan yang Menghasilkan Buah-buahan), karena ini mencakup kegiatan pertanian primer dalam menanam dan merawat pohon kelapa hingga menghasilkan buah yang kemudian diolah menjadi kopra. KBLI 10421 lebih tepat untuk pabrik yang secara spesifik mengolah kopra menjadi produk lain atau mengeringkannya untuk dijual.","{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.764014720916748, 'timestamp': '2025-07-30T11:18:13.648220', 'usage': {'prompt_tokens': 1350, 'completion_tokens': 335, 'total_tokens': 1685}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,65,"(49.772, 95.6]"
148279fb-741c-4550-0cfa-9ec37985e4eb,membersihkan kebun kelapa menghasilkan kopra di bidang perkebunan,10421,2,gemini-2.5-flash-lite,2025-07-30 11:18:15.062873,False,0.9,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #4 (Logika Sektor Khusus - Subkontrak/Proses). Deskripsi pekerjaan 'membersihkan kebun kelapa menghasilkan kopra di bidang perkebunan' sangat menekankan pada aktivitas di 'bidang perkebunan' dan 'menghasilkan kopra' melalui proses pembersihan kebun kelapa. KBLI 10421 mencakup 'Industri Kopra', yang berarti pengolahan kopra menjadi produk jadi atau setengah jadi dari kelapa. Namun, deskripsi pekerjaan lebih mengarah pada aktivitas primer di perkebunan (budidaya kelapa dan pemrosesan awal di lahan) daripada industri pengolahan. Aktivitas 'membersihkan kebun kelapa' merupakan bagian dari budidaya pertanian, bukan industri pengolahan. KBLI yang lebih tepat untuk aktivitas perkebunan kelapa adalah di Bagian A (Pertanian, Kehutanan, dan Perikanan).",['01491'],"Kode 01491 (Budidaya Kelapa) dari Bagian A (Pertanian, Kehutanan, dan Perikanan) lebih sesuai karena deskripsi pekerjaan secara eksplisit menyebutkan 'kebun kelapa' dan 'bidang perkebunan', yang mengindikasikan aktivitas budidaya dan pemrosesan di tingkat perkebunan, bukan industri pengolahan.","{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.4057323932647705, 'timestamp': '2025-07-30T11:18:15.062425', 'usage': {'prompt_tokens': 1350, 'completion_tokens': 347, 'total_tokens': 1697}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,65,"(49.772, 95.6]"
148279fb-741c-4550-0cfa-9ec37985e4eb,membersihkan kebun kelapa menghasilkan kopra di bidang perkebunan,10421,3,gemini-2.5-flash-lite,2025-07-30 11:18:17.778457,False,0.9,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #2. Deskripsi pekerjaan 'membersihkan kebun kelapa menghasilkan kopra di bidang perkebunan' mengindikasikan aktivitas utama yang dilakukan adalah di sektor perkebunan (budidaya kelapa). KBLI 10421 (Industri Kopra) mencakup usaha **pembuatan** kopra, yang merupakan aktivitas pengolahan pasca-panen, bukan budidaya di kebun. Deskripsi tersebut lebih merujuk pada aktivitas penanaman dan pemeliharaan kelapa, yang merupakan bagian dari kegiatan pertanian, bukan industri pengolahan. Oleh karena itu, kode yang diberikan tidak tepat karena mengklasifikasikan aktivitas pengolahan, padahal deskripsi lebih mengarah pada aktivitas primer perkebunan.","['01261', '01262']","Kode KBLI yang lebih sesuai untuk aktivitas 'membersihkan kebun kelapa' yang merupakan bagian dari 'bidang perkebunan' adalah terkait dengan budidaya kelapa. KBLI 01261 (Tanaman Kelapa) atau 01262 (Tanaman Kelapa Sawit) yang termasuk dalam Divisi 01 (Pertanian, Kehutanan, dan Perikanan) akan lebih tepat untuk menggambarkan kegiatan perkebunan.","{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.2445602416992188, 'timestamp': '2025-07-30T11:18:17.778209', 'usage': {'prompt_tokens': 1350, 'completion_tokens': 335, 'total_tokens': 1685}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,65,"(49.772, 95.6]"
f960a5cd-73a8-4d99-5df4-a17c613bdab2,membelah buah kelapa untuk dibikin kopra menghasilkan kopra di bidang industri kopra,10421,1,gemini-2.5-flash-lite,2025-07-30 11:18:18.897043,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan ""membelah buah kelapa untuk dibikin kopra menghasilkan kopra di bidang industri kopra"" secara langsung menggambarkan aktivitas inti dari pembuatan kopra. Kode KBLI yang diberikan, 10421 (Industri Kopra), secara spesifik mencakup ""usaha pembuatan kopra"". Deskripsi pekerjaan tidak menyebutkan aktivitas lain yang lebih dominan atau peran pendukung. Oleh karena itu, kode KBLI ini sangat cocok dengan aktivitas yang dijelaskan dalam deskripsi pekerjaan.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.0222034454345703, 'timestamp': '2025-07-30T11:18:18.896646', 'usage': {'prompt_tokens': 1354, 'completion_tokens': 173, 'total_tokens': 1527}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,84,"(49.772, 95.6]"
f960a5cd-73a8-4d99-5df4-a17c613bdab2,membelah buah kelapa untuk dibikin kopra menghasilkan kopra di bidang industri kopra,10421,2,gemini-2.5-flash-lite,2025-07-30 11:18:20.255932,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1 dan #3. Deskripsi pekerjaan ""membelah buah kelapa untuk dibikin kopra menghasilkan kopra di bidang industri kopra"" secara langsung menjelaskan aktivitas inti dari sebuah unit usaha. Kode KBLI yang diberikan, `10421` (Industri Kopra), termasuk dalam Golongan Pokok `104` (Industri minyak dan lemak nabati dan hewani) dan secara spesifik pada Sub-Kelas `10421` yang deskripsinya adalah ""Kelompok ini mencakup usaha pembuatan kopra"". Deskripsi pekerjaan sangat selaras dengan deskripsi KBLI ini, karena aktivitas ""membuat kopra"" adalah inti dari industri kopra.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 1.035083532333374, 'timestamp': '2025-07-30T11:18:20.255275', 'usage': {'prompt_tokens': 1354, 'completion_tokens': 208, 'total_tokens': 1562}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,84,"(49.772, 95.6]"
f960a5cd-73a8-4d99-5df4-a17c613bdab2,membelah buah kelapa untuk dibikin kopra menghasilkan kopra di bidang industri kopra,10421,3,gemini-2.5-flash-lite,2025-07-30 11:18:22.005032,True,1.0,"Analisis ini didasarkan pada Aturan Validasi Inti #1. Deskripsi pekerjaan ""membelah buah kelapa untuk dibikin kopra menghasilkan kopra di bidang industri kopra"" secara langsung menjelaskan aktivitas utama dari sebuah unit usaha yang memproduksi kopra. Kode KBLI 10421 mencakup ""usaha pembuatan kopra"". Deskripsi pekerjaan sangat sesuai dengan deskripsi KBLI 10421 karena secara eksplisit menyebutkan proses pembuatan kopra dari buah kelapa, yang merupakan inti dari aktivitas industri kopra.",[],,"{'model': 'gemini-2.5-flash-lite', 'temperature': 0.7, 'attempt': 1, 'response_time': 0.9312984943389893, 'timestamp': '2025-07-30T11:18:22.004737', 'usage': {'prompt_tokens': 1354, 'completion_tokens': 166, 'total_tokens': 1520}}",mini_test_with_ids_gemini-2_5-flash-lite.jsonl,84,"(49.772, 95.6]"
